filename,folder,duration,rat,n_channels,sleep,maze,habituation,treatment,light,date_time,mapping
11122017_CSR4_WB_1_2.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\11122017_day 1\S2,300.0,CSR4,32,0,,0,Control,11.0,2017-12-11 11:09:03,NOT_EXIST
11122017_CSR4_WB_1_3.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\11122017_day 1\S3,300.0,CSR4,32,0,,0,Control,11.0,2017-12-11 11:18:03,NOT_EXIST
11122017_CSR4_WB_1_4.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\11122017_day 1\S4,301.0,CSR4,32,0,,0,Control,11.0,2017-12-11 11:26:05,NOT_EXIST
11122017_CSR4_WB_1_5.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\11122017_day 1\S5,301.0,CSR4,32,0,,0,Control,11.0,2017-12-11 11:35:00,NOT_EXIST
11122017_CSR4_WB_1_6.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\11122017_day 1\S6,300.0,CSR4,32,0,,0,Control,11.0,2017-12-11 11:42:04,NOT_EXIST
13122017_CSR4_WB_2_1.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S1,301.0,CSR4,32,0,,0,Control,11.0,2017-12-13 10:33:01,NOT_EXIST
13122017_CSR4_WB_2_4.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S1,301.0,CSR4,32,0,,0,Control,11.0,2017-12-13 11:05:03,NOT_EXIST
13122017_CSR4_WB_2_2.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S2,301.0,CSR4,32,0,,0,Control,11.0,2017-12-13 10:40:05,NOT_EXIST
13122017_CSR4_WB_2_3.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S3,300.0,CSR4,32,0,,0,Control,11.0,2017-12-13 10:49:03,NOT_EXIST
13122017_CSR4_WB_2_4.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S4,300.0,CSR4,32,0,,0,Control,11.0,2017-12-13 10:58:05,NOT_EXIST
13122017_CSR4_WB_2_5.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S5,301.0,CSR4,32,0,,0,Control,11.0,2017-12-13 11:05:03,NOT_EXIST
13122017_CSR4_WB_2_6.set,D:\SubRet_recordings_imaging\CSubRet4\recording\WB task\13122017_day2\S6,301.0,CSR4,32,0,,0,Control,11.0,2017-12-13 11:14:01,NOT_EXIST
01122017_CSubRet5_+maze_t3_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S1,60.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:22:05,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S2,67.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:26:00,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S3,69.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:28:03,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S4,69.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:30:04,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S5,74.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:34:05,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S6,91.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:37:05,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S7,55.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:41:00,CL-SR_4-6.py
01122017_CSubRet5_+maze_t3_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\01122017_t3\S8,68.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-01 11:44:00,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S1,70.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 12:56:00,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S2,61.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 12:58:03,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S3,81.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:00:05,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S4,70.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:03:02,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S5,78.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:05:05,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S6,58.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:09:04,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S7,61.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:13:01,CL-SR_4-6.py
04122017_CSubRet5_+maze_t4_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\04122017_t4\S8,48.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-04 13:16:05,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S1,80.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:19:01,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S2,63.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:22:01,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S3,66.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:24:02,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S4,94.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:26:03,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S5,66.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:29:05,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S6,76.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:33:00,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S7,94.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:35:01,CL-SR_4-6.py
05122017_CSubRet5_+maze_t5_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\05122017_t5\S8,76.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-05 11:39:01,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S1,91.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:32:05,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S2,101.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:36:04,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S3,81.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:39:02,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S4,70.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:42:01,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S5,70.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:45:00,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S6,65.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:47:04,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S7,93.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:50:04,CL-SR_4-6.py
06122017_CSubRet5_+maze_t6_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\06122017_t6\S8,70.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-06 11:54:00,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S1,85.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 11:53:02,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S2,97.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 11:56:03,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S3,82.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 11:59:01,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S4,66.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 12:02:04,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S5,67.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 12:05:01,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_65.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S6,66.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 12:07:02,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S7,60.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 12:09:03,CL-SR_4-6.py
07122017_CSubRet5_+maze_t7_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\07122017_t7\S8,53.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-07 12:11:04,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S1,67.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:02:02,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S2,65.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:05:00,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S3,107.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:07:02,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S4,53.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:10:03,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S5,56.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:14:04,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S6,62.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:17:00,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S7,54.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:20:05,CL-SR_4-6.py
08122017_CSubRet5_+maze_t8_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\08122017_t8\S8,47.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-12-08 13:22:04,CL-SR_4-6.py
26112017_CSubRet5_+maze_habituation.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\26112017_habituation,301.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-26 18:10:01,CL-SR_4-6.py
27112017_CSubRet5_+maze_hab_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\27112017_hab\S1,181.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-27 11:29:01,CL-SR_4-6.py
27112017_CSubRet5_+maze_hab_1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\27112017_hab\S2,181.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-27 11:34:03,CL-SR_4-6.py
27112017_CSubRet5_+maze_hab_1_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\27112017_hab\S3,181.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-27 11:40:00,CL-SR_4-6.py
27112017_CSubRet5_+maze_hab_1_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\27112017_hab\S4,181.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-27 11:45:02,CL-SR_4-6.py
28112017_CSubRet5_+maze_hab_2_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\28112017_hab\S1,180.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-28 13:12:05,CL-SR_4-6.py
28112017_CSubRet5_+maze_hab_2_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\28112017_hab\S2,180.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-28 13:17:04,CL-SR_4-6.py
28112017_CSubRet5_+maze_hab_2_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\28112017_hab\S3,180.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-28 13:22:04,CL-SR_4-6.py
28112017_CSubRet5_+maze_hab_2_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\28112017_hab\S4,181.0,CSubRet5,32,0,tmaze,1,Control,11.0,2017-11-28 13:27:02,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S1,73.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:37:03,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S2,75.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:41:02,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S3,75.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:43:04,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S4,63.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:47:04,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S5,90.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:50:00,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S6,72.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:52:03,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S7,92.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:55:04,CL-SR_4-6.py
29112017_CSubRet5_+maze_t1_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\29112017_t1\S8,82.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-29 11:58:04,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S1,82.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:44:00,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S2,90.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:46:05,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S3,75.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:49:03,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S4,80.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:52:02,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S5,88.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:55:01,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S6,69.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 15:57:05,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S7,84.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 16:00:00,CL-SR_4-6.py
30112017_CSubRet5_+maze_t2_8.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\+ maze\30112017_t2\S8,76.0,CSubRet5,32,0,tmaze,0,Control,11.0,2017-11-30 16:02:04,CL-SR_4-6.py
27112017_CSR5_bigsq_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\big sq_1wall_2wall\27112017\S1_big sq,900.0,CSR5,32,0,big_sq,0,Control,11.0,2017-11-27 16:21:02,NOT_EXIST
27112017_CSR5_bigsq1wall_1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\big sq_1wall_2wall\27112017\S2_big sq_1wall,900.0,CSR5,32,0,bigsq1wall,0,Control,11.0,2017-11-27 16:38:03,NOT_EXIST
27112017_CSR5_bigsq2wall_1_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\big sq_1wall_2wall\27112017\S3_big sq_2wall,900.0,CSR5,32,0,big_sq,0,Control,11.0,2017-11-27 16:55:02,NOT_EXIST
28112017_CSR5_bigsq_2_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\big sq_1wall_2wall\28112017\S1_big sq,120.0,CSR5,32,0,big_sq,0,Control,11.0,2017-11-28 16:56:05,NOT_EXIST
28112017_CSR5_bigsq1wall_2_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\big sq_1wall_2wall\28112017\S2_big sq 1 wall,120.0,CSR5,32,0,bigsq1wall,0,Control,11.0,2017-11-28 17:18:05,NOT_EXIST
04122017_CSR5_btm_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\04122017\S1,600.0,CSR5,32,0,btm,0,Control,11.0,2017-12-04 16:03:03,NOT_EXIST
05122017_CSR5_btm_2_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\05122017,601.0,CSR5,32,0,btm,0,Control,11.0,2017-12-05 14:15:04,NOT_EXIST
06122017_CSR5_btm_3_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\06122017,600.0,CSR5,32,0,btm,0,Control,11.0,2017-12-06 14:49:04,NOT_EXIST
08122017_CSR5_btm_5_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\08122017,600.0,CSR5,32,0,btm,0,Control,11.0,2017-12-08 15:07:01,NOT_EXIST
11122017_CSR5_btm_6_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\11122017,600.0,CSR5,32,0,btm,0,Control,11.0,2017-12-11 14:56:04,NOT_EXIST
13122017_CSR5_btm_7_1_test.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\btm\13122017_test day,742.0,CSR5,32,0,btm,0,Control,11.0,2017-12-13 15:27:02,NOT_EXIST
29112017_CSR5_movespatcue_hab_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\move spatial cues\S1_hab,600.0,CSR5,32,0,movespatcue,1,Control,11.0,2017-11-29 15:03:05,NOT_EXIST
29112017_CSR5_movespatcue_hab_1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\move spatial cues\S2_hab,600.0,CSR5,32,0,movespatcue,1,Control,11.0,2017-11-29 15:16:01,NOT_EXIST
29112017_CSR5_movespatcue_90deg_1_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\move spatial cues\S3_90deg,600.0,CSR5,32,0,movespatcue,0,Control,11.0,2017-11-29 15:30:03,NOT_EXIST
29112017_CSR5_movespatcue_hab_1_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\move spatial cues\S4_hab,600.0,CSR5,32,0,movespatcue,1,Control,11.0,2017-11-29 15:44:04,NOT_EXIST
29112017_CSR5_movespatcue_180deg_1_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\move spatial cues\S5_180deg,600.0,CSR5,32,0,movespatcue,0,Control,11.0,2017-11-29 16:01:01,NOT_EXIST
015122017_CSR5_sleep_1_1_awake.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\05122017\S1_awake,120.0,CSR5,32,1,,0,Control,11.0,2017-12-05 17:17:05,NOT_EXIST
015122017_CSR5_sleep_1_2_awake.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\05122017\S2_partial,120.0,CSR5,32,1,,0,Control,11.0,2017-12-05 17:39:05,NOT_EXIST
015122017_CSR5_sleep_1_3_awake.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\05122017\S3_sleep,120.0,CSR5,32,1,sleep,0,Control,11.0,2017-12-05 18:00:05,NOT_EXIST
015122017_CSR5_sleep_1_4_sleep.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\05122017\S4_sleep,120.0,CSR5,32,1,sleep,0,Control,11.0,2017-12-05 18:23:04,NOT_EXIST
08122017_CSR5_sleep_2_1_awake.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\08122017\S1 sleep,120.0,CSR5,32,1,sleep,0,Control,11.0,2017-12-08 15:58:02,NOT_EXIST
08122017_CSR5_sleep_2_1_sleep.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\08122017\S1 sleep,120.0,CSR5,32,1,sleep,0,Control,11.0,2017-12-08 15:58:02,NOT_EXIST
08122017_CSR5_sleep_2_2_sleep.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\sleep\08122017\S2 sleep,120.0,CSR5,32,1,sleep,0,Control,11.0,2017-12-08 16:20:00,NOT_EXIST
01122017_CSR5_smallsqdownup_up_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq up down\01122017\S1_smallsqdown,900.0,CSR5,32,0,smallsqdownup_up,0,Control,11.0,2017-12-01 15:22:00,NOT_EXIST
01122017_CSR5_smallsqdownup_up_1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq up down\01122017\S2_smallsqup,900.0,CSR5,32,0,smallsqdownup_up,0,Control,11.0,2017-12-01 15:41:05,NOT_EXIST
16112017_CSubRet5_smallsq_screen_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\16112017\S1,601.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-16 11:20:00,CL-SR_4-6.py
17112017_CSubRet5_smallsq_screen_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\17112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-17 14:40:04,CL-SR_4-6.py
18112017_CSubRet5_smallsq_screen_3.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\18112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-20 12:32:05,CL-SR_4-6.py
21112017_CSubRet5_smallsq_screen_4.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\21112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-21 11:27:01,CL-SR_4-6.py
22112017_CSubRet5_smallsq_screen_5.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\22112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-23 11:35:04,CL-SR_4-6.py
24112017_CSubRet5_smallsq_screen_6.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\24112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-24 11:49:00,CL-SR_4-6.py
26112017_CSubRet5_smallsq_screen_7.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\small sq_screening\26112017,600.0,CSubRet5,32,0,small_sq,0,Control,11.0,2017-11-26 16:46:03,CL-SR_4-6.py
11122017_CSR5_WB_1_1.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\WB task\11122017_day1\S1,300.0,CSR5,32,0,,0,Control,11.0,2017-12-11 13:21:04,NOT_EXIST
11122017_CSR5_WB_1_2.set,D:\SubRet_recordings_imaging\CSubRet5_sham\recording\WB task\11122017_day1\S2,300.0,CSR5,32,0,,0,Control,11.0,2017-12-11 13:28:01,NOT_EXIST
